-1.291417541503906250e+02,1.431837463378906250e+02,-1.611290931701660156e+00,2.747072982788085938e+01,2.488673400878906250e+01,5.194006919860839844e+00,-8.972846984863281250e+00,3.283213376998901367e+00,1.012168693542480469e+01,-4.741223812103271484e+00,-4.689231872558593750e+00,1.093700170516967773e+00,-9.298494338989257812e+00
-1.568356475830078125e+02,1.355135498046875000e+02,5.245357990264892578e+00,2.351408386230468750e+01,2.277863693237304688e+01,6.103641033172607422e+00,-6.608975410461425781e+00,3.257448673248291016e+00,1.168435001373291016e+01,4.501682758331298828e+00,-6.415123939514160156e+00,-5.990374565124511719e+00,6.424533128738403320e-01
-1.483294372558593750e+02,1.400849151611328125e+02,-1.156727790832519531e+00,1.121751594543457031e+01,1.511795043945312500e+01,2.102700233459472656e+00,-1.585816764831542969e+01,-1.422888374328613281e+01,-4.520776748657226562e+00,1.059914827346801758e+00,1.529500484466552734e+00,9.511153697967529297e-01,1.210983097553253174e-01
-1.602819061279296875e+02,1.284943389892578125e+02,-1.280349159240722656e+01,-6.340177536010742188e+00,-3.649152219295501709e-01,8.783459663391113281e-02,-2.839046716690063477e+00,1.075076770782470703e+01,1.778025054931640625e+01,2.425502538681030273e+00,-9.185895919799804688e+00,1.179364323616027832e+00,1.119349670410156250e+01
-1.685831756591796875e+02,1.295169982910156250e+02,5.379321098327636719e+00,4.253205299377441406e+00,-3.302746534347534180e+00,-1.426223516464233398e+00,-2.220460176467895508e-01,2.702998876571655273e+00,4.638465404510498047e+00,6.319348335266113281e+00,5.585731029510498047e+00,4.231334686279296875e+00,3.443357706069946289e+00
-1.670916900634765625e+02,1.264541778564453125e+02,-5.132167339324951172e-01,2.530822157859802246e-01,-8.399980545043945312e+00,-1.383619403839111328e+01,-1.603903579711914062e+01,-6.984426498413085938e+00,-8.441870212554931641e-01,-6.882745027542114258e-01,-2.488968849182128906e+00,-1.738662242889404297e+00,-7.459683418273925781e-01
-1.444888610839843750e+02,1.419272613525390625e+02,7.527224421501159668e-01,4.914118289947509766e+00,-5.963907241821289062e+00,-1.510535144805908203e+01,-1.653020477294921875e+01,-6.262753009796142578e+00,-2.572966575622558594e+00,-9.924137592315673828e-01,8.482467651367187500e+00,9.181735992431640625e+00,-1.560723543167114258e+00
-1.576585540771484375e+02,1.335655212402343750e+02,2.189273357391357422e+00,6.790975570678710938e+00,3.492074966430664062e+00,-1.138024091720581055e+00,-7.643533706665039062e+00,-4.251659393310546875e+00,-1.566982865333557129e+00,-1.494126796722412109e+00,3.232735395431518555e+00,7.000069618225097656e+00,-1.892922639846801758e+00
-1.637834472656250000e+02,1.400912475585937500e+02,1.937929534912109375e+01,1.294854831695556641e+01,-3.469980716705322266e+00,-6.268707275390625000e+00,-5.781170845031738281e+00,-4.117551803588867188e+00,-4.088225364685058594e+00,-5.749515891075134277e-01,6.469252586364746094e+00,1.504808712005615234e+01,1.723563385009765625e+01
-1.529758148193359375e+02,1.323849792480468750e+02,8.556657791137695312e+00,2.725555419921875000e+01,1.411759185791015625e+01,1.230975723266601562e+01,3.149421930313110352e+00,-4.103118896484375000e+00,5.960100173950195312e+00,6.832355499267578125e+00,-6.579748392105102539e-01,-5.114762783050537109e+00,-5.841903686523437500e+00
-1.449176635742187500e+02,1.383274230957031250e+02,1.086817646026611328e+01,6.203991699218750000e+01,5.226194000244140625e+01,8.058459281921386719e+00,-8.673357009887695312e+00,1.388607788085937500e+01,1.503293609619140625e+01,-1.573504066467285156e+01,-1.054338932037353516e+01,5.232746124267578125e+00,-1.471879100799560547e+01
-1.466713714599609375e+02,1.594768066406250000e+02,2.243788909912109375e+01,2.585820198059082031e+00,-1.643709373474121094e+01,-1.694600296020507812e+01,-1.452500724792480469e+01,-7.997083663940429688e+00,-3.461705207824707031e+00,-1.035458087921142578e+00,1.567616701126098633e+00,4.805088043212890625e+00,4.608249664306640625e+00
-1.552188110351562500e+02,1.329454040527343750e+02,-3.074808120727539062e-01,1.535025215148925781e+01,1.664862632751464844e+01,1.279483509063720703e+01,1.122076797485351562e+01,6.776994228363037109e+00,-3.682680130004882812e+00,-3.687149524688720703e+00,1.430378437042236328e+00,1.747923254966735840e+00,9.449804425239562988e-01
-1.607506561279296875e+02,1.414337310791015625e+02,1.891542053222656250e+01,1.585001754760742188e+01,2.112410306930541992e+00,-5.432467460632324219e+00,-1.378610229492187500e+01,-1.387254810333251953e+01,-8.589914321899414062e+00,-2.505495071411132812e+00,-1.126585602760314941e+00,-5.126246809959411621e-01,3.011016368865966797e+00
